id_inequality,rb_id,rb_name,province_id,s_industry,s_prot,s_german,longitud,latitud,slope_km,soil_suitability,mean_temp,mean_preci,dist_100km,log_distance_carbon_c,NAME,county_name,uni_dummy,min_distance_uni,prov_cap_dummy,BER_dummy,density
24.0,11.0,Gumbinnen,1.0,9.215888227128207,94.66392666651274,42.96088733216579,21.4503726131,55.3284538134,0.038,2.529411764705882,7.221,65.022,0.043,4.692587275169385,HEYDEKRUG,Heydekrug,0,1.1328101467643286,0,0,23.961488533102553
25.0,11.0,Gumbinnen,1.0,11.663160948719808,97.70843670176599,84.87766976256731,21.5575925984,55.0434929645,0.037,2.470588235294118,7.163,61.738,0.149,4.953155339839763,NIEDERUNG,Niederung,0,1.1065931971265452,0,0,23.961488533102553
27.0,11.0,Gumbinnen,1.0,35.89905695168853,92.34870427806115,96.22166246851386,21.9121476724,55.0763294311,0.041,1.901814744550282,7.136,61.006,0.022,4.978671405134245,TILSIT,Tilsit Stadt,0,1.4563302540431062,0,0,23.961488533102553
28.0,11.0,Gumbinnen,1.0,10.741687979539643,95.45846631588027,53.35932174505794,21.9038760984,55.1651467101,0.04,2.666666666666667,7.049,62.488,0.074,4.912506641923422,TILSIT,Tilsit Land,0,1.4735130191982198,0,0,23.961488533102553
29.0,11.0,Gumbinnen,1.0,12.431719030685192,97.26047200838484,82.4344548528352,22.1792516256,54.9748429891,0.043,2.192307692307693,6.979,59.157,0.156,5.030286854451694,RAGNIT,Ragnit,0,1.6970467204529012,0,0,23.961488533102553
30.0,11.0,Gumbinnen,1.0,10.816308864265928,97.19929762949955,91.02564102564102,22.5303591665,54.8467270292,0.045,2.0,6.893,55.308,0.418,5.071726606516115,PILLKALLEN,Pillkallen,0,2.0316524399364275,0,0,23.961488533102553
31.0,11.0,Gumbinnen,1.0,11.764965956317978,96.40761282305019,98.3534824972934,22.564146827,54.5849706364,0.056,2.285714285714286,6.839,52.607,0.656,5.233924713604154,STALLUPONEN,Stallupoenen,0,2.064179954296493,0,0,23.961488533102553
32.0,11.0,Gumbinnen,1.0,15.88871945549894,97.44900946618522,99.86412240798724,22.1819430143,54.5856819892,0.049,2.0,7.057,53.421,0.522,5.265967286461944,GUMBINNEN,Gumbinnen,0,1.6827388051835408,0,0,23.961488533102553
34.0,11.0,Gumbinnen,1.0,33.326213868717076,93.82747280546421,99.11366775279241,21.8276717877,54.6169998274,0.043,2.0,7.239,54.792,0.304,5.257706146231994,INSTERBURG,Insterburg Stadt,0,1.3271458543289245,0,0,23.961488533102553
35.0,11.0,Gumbinnen,1.0,9.611947919326015,97.4343960095424,99.11366775279241,21.7333156186,54.6549935622,0.044,2.0,7.127,55.975,0.229,5.22787481902058,INSTERBURG,Insterburg Land,0,1.2308456750090764,0,0,23.961488533102553
36.0,11.0,Gumbinnen,1.0,11.019092173473258,97.86882642528188,99.801720456348,21.9478040771,54.3947999792,0.059,1.933333333333333,7.0,51.468,0.337,5.384524586114033,DARKEHMEN,Darkehmen,0,1.4775145002061791,0,0,23.961488533102553
37.0,11.0,Gumbinnen,1.0,14.99478139858518,97.72414760768908,96.73392073013231,21.8437633489,54.1784835175,0.063,2.4,7.064,47.758,0.161,5.47972561946336,ANGERBURG,Angerburg,0,1.4404894969189916,0,0,23.961488533102553
38.0,11.0,Gumbinnen,1.0,13.198192268878067,97.4267867650387,98.41786981456274,22.4142356674,54.3215117444,0.073,1.363636363636364,6.485,51.771,0.558,5.3857583153836,GOLDAP,Goldap,0,1.9490929725635608,0,0,23.961488533102553
39.0,11.0,Gumbinnen,1.0,12.087683756687964,96.98584298584298,66.55737704918033,22.4349536922,54.0536346619,0.07,2.0,6.584,48.883,0.455,5.5108524365908815,OLETZKO,Oletzko,0,2.0387739215328944,0,0,23.961488533102553
40.0,11.0,Gumbinnen,1.0,12.532541341253253,94.84157685456738,46.81863450260042,22.398898579,53.8338477037,0.064,2.05,6.893,46.26,0.432,5.605542606984246,LYCK,Lyck,0,2.0866069841654746,0,0,23.961488533102553
41.0,11.0,Gumbinnen,1.0,13.862498723056493,96.49833774175545,61.83130623949372,21.8043461629,53.9747687077,0.064,1.5,7.172,44.394,0.046,5.566463280177087,LOTZEN,Loetzen,0,1.4924984868791762,0,0,23.961488533102553
42.0,11.0,Gumbinnen,1.0,12.171949957670963,90.50641754995308,48.46393818564965,21.3957405148,53.8106299709,0.064,1.869565217391304,7.318,42.221,0.05,5.6201584546364325,SENSBURG,Sensburg,0,1.264376533642699,0,0,23.961488533102553
43.0,11.0,Gumbinnen,1.0,13.534998967582077,96.82484095021304,29.621648501926984,21.8711968083,53.6562475119,0.063,2.176470588235294,7.263,42.755,0.039,5.694529008911837,JOHANNISBURG,Johannisburg,0,1.724401318886514,0,0,23.961488533102553
45.0,7.0,Danzig,2.0,60.41929574598005,77.9606385155877,99.68391789481701,19.4176257395,54.1604161122,0.04,1.750003972957002,7.987,55.707,0.013,5.54280666664201,ELBING,Elbing Stadt,0,0.7777603007930379,0,0,22.392156862745097
46.0,7.0,Danzig,2.0,23.980726464047443,75.50438994069047,99.70618556701031,19.4055748927,54.1997944155,0.046,1.769230769230769,7.698,56.108,0.037,5.527718897726091,ELBING,Elbing Land,0,0.7578648250310307,0,0,22.392156862745097
47.0,7.0,Danzig,2.0,20.471479958890033,55.89771266210575,97.91139864043873,19.0716911903,54.1141665581,0.036,2.133333333333333,7.963,52.348,0.025,5.593894706450046,MARIENBURG,Marienburg Westpreussen,0,0.46828878563934095,0,0,22.392156862745097
49.0,7.0,Danzig,2.0,39.65515004476043,64.7263953222142,97.4466964990787,18.6604482571,54.3381612827,0.038,2.333333333333333,8.124,52.274,0.175,5.558159949457044,DANZIG,Danzig Stadt,1,0.0,1,0,22.392156862745097
51.0,7.0,Danzig,2.0,19.609566254472412,86.26220938230843,99.42714819427148,18.960839344,54.2993024763,0.036,2.6,8.004,52.549,0.021,5.53502598887288,DANZIG NIEDERUNG,Danzig Niederung,0,0.3028940605620978,0,0,22.392156862745097
52.0,7.0,Danzig,2.0,30.35547676805374,44.77067992374687,88.91545398068487,18.5385927238,54.2714345769,0.056,1.25,7.545,53.813,0.247,5.597862250281693,DANZIG HOHE,Danzig Hoehe,0,0.13892884604266748,0,0,22.392156862745097
53.0,7.0,Danzig,2.0,24.85552344965548,37.4131030124289,59.50171865712144,18.6995980976,54.0428219684,0.045,1.4,7.782,51.502,0.084,5.658210654881692,DIRSCHAU,Dirschau,0,0.2979228433376171,0,0,22.392156862745097
54.0,7.0,Danzig,2.0,15.822810022706449,20.844605438121878,27.2255447858665,18.4080977308,53.857423777,0.056,2.3,7.514,50.878,0.287,5.749063584810505,PREUSSISCH STARGARD,Preussisch Stargard,0,0.5429450593849646,0,0,22.392156862745097
