id_inequality,d_Hauptberuf,high,medium,low,unskilled
1.0,25514.0,194.37762731765156,5580.638484543367,5695.688151883094,14043.295736255888
2.0,20208.0,188.1023722163121,4557.120080789901,4876.411387292049,10586.366159701738
4.0,93696.0,1810.0326640001736,33906.550388953525,35875.53275906482,22103.88418798148
5.0,17766.0,98.28815058627038,3602.7908610667255,2441.766711733926,11623.154276613077
6.0,20770.0,82.90546912655103,4117.252105737184,2671.7254154345437,13898.117009701722
7.0,17899.0,157.21772562262433,4166.02446118674,2610.8583347960107,10964.899478394625
8.0,14083.0,68.1601312841516,2877.7647104835714,1645.005300797785,9492.069857434491
9.0,18128.0,209.46552476950572,4151.80086602027,3829.7415419352865,9936.992067274938
10.0,16444.0,112.4038632253738,3922.91272577567,2426.677520704338,9982.005890294618
11.0,19220.0,89.76494167262142,4218.296907933379,2035.3999255156343,12876.538224878364
12.0,18482.0,82.25151481481966,4066.665346212407,2307.859171330353,12025.22396764242
13.0,21563.0,181.86050653764187,4927.4340723450605,3810.1336221930733,12643.571798924226
14.0,23192.0,101.90361282985818,4829.691733870657,2483.115412520334,15777.289240779151
15.0,20377.0,116.33999995468872,5087.322487582374,3264.8431121999192,11908.494400263018
16.0,33406.0,380.5028488902573,7534.511469228286,9194.121753494646,16296.86392838681
19.0,25925.0,150.3974163891086,5547.714080635453,4018.3537800937265,16208.534722881712
20.0,23396.0,137.6723786977116,5276.792021160256,3673.6519482000313,14307.883651942
21.0,27469.0,233.53238290887077,6678.861584571784,6145.461461933993,14411.144570585353
22.0,19110.0,95.81883245400145,4327.963794637683,2351.8165907006282,12334.400782207686
23.0,16411.0,78.32135421717308,3668.627961024618,1974.3332069695111,10689.717477788698
24.0,19895.0,79.77546361429573,3700.381514940947,2881.404617779502,13233.438403665255
25.0,24413.0,88.17933802161201,4975.826053145105,3583.9721861345524,15765.02242269873
27.0,14771.0,253.92862034284028,5457.766941079308,5291.725807021852,3767.578631555999
28.0,22112.0,64.72019474195876,3958.718709856352,2951.101091944675,15137.460003457014
29.0,23493.0,99.25364660959622,4768.421592977651,3455.6050544158707,15169.71970599688
30.0,19797.0,83.33620250534503,4215.651283791194,2763.3945122777163,12734.618001425744
31.0,19824.0,101.78308963169414,4322.360054049206,3284.329999542402,12115.526856776698
32.0,23384.0,222.9381988803339,5242.9076617431765,5698.618976371776,12219.535163004713
34.0,11233.0,225.83702102093744,3530.8471937353893,4922.772679073945,2553.5431061697277
35.0,20615.0,68.33893056506174,3987.8285412235737,2779.0367168185276,13779.795811392836
36.0,13957.0,76.81814428246392,2906.5553261130235,2365.397067646012,8608.2294619585
37.0,14815.0,80.60061261845092,3312.7728309831473,2236.368684228424,9185.257872169977
38.0,20190.0,147.9402199764248,4068.069857200876,4338.794078431033,11635.195844391666
39.0,17479.0,75.07065648461499,3621.0609281059383,2453.0442494868266,11329.824165922619
40.0,24714.0,197.36088464441843,5497.764908457704,5092.3198327344235,13926.554374163454
41.0,17338.0,124.83745608393252,4110.507323621079,3223.0146788810007,9879.640541413988
42.0,19473.0,125.57260367617913,4269.685032042889,3665.389687032349,11412.352677248584
43.0,19357.0,11.486993936794736,4390.6559826745815,2619.9700114575708,12334.887011931054
45.0,20094.0,197.2576737506715,9113.719804144765,5642.443849852546,5140.578672252018
46.0,16737.0,55.41804367930967,3647.855511692039,2278.307336939512,10755.419107689138
47.0,26822.0,232.85742292803624,6490.131157552958,5331.300712569108,14767.710706949898
49.0,64132.0,1299.1495028502843,24220.902072334367,25040.368477845685,13571.579946969665
51.0,13901.0,66.69489689144503,3411.63630319151,2860.8349322695844,7561.83386764746
52.0,17654.0,137.37455350488855,4690.433257693973,3482.94702457125,9343.245164229887
53.0,15480.0,151.60101697838425,4305.148871581585,3145.998821491804,7877.251289948226
54.0,20684.0,163.75222535325446,4958.491078769799,3238.3436049980046,12323.413090878941
55.0,20913.0,95.17075314640711,4391.397409574536,2455.892867092501,13970.538970186553
56.0,28209.0,87.23004751124957,5189.626173619181,2840.55856929318,20091.585209576388
57.0,20007.0,183.95388719159,5267.263424411067,3610.2455762473605,10945.537112149981
58.0,10159.0,38.85947256321678,1907.1850441720383,1665.087789978375,6547.867693286369
59.0,14381.0,73.41180503227146,3291.2062684074313,1852.7949914283968,9163.586935131902
60.0,28324.0,245.74886130843905,5946.313204934224,5476.5934052418725,16655.344528515463
61.0,23125.0,228.27418357800795,5170.292974804282,5777.244544539505,11949.188297078206
62.0,21711.0,111.82512294363713,4630.756503133716,2606.667095027836,14361.75127889481
63.0,23686.0,142.4524259919925,5020.623027113048,3828.8150848107116,14694.109462084249
64.0,19484.0,91.83244746329989,4258.595412055213,2699.527366060196,12434.044774421292
66.0,17188.0,399.47566486475085,5078.046332610287,8518.570498476178,3191.907504048784
67.0,26657.0,299.39017785923147,4703.224040241475,7519.969365343983,14134.41641655531
