id_inequality,high,medium,low,unskilled,d_Hauptberuf_Ind,d_Hauptberuf
70.0,348.88109897132944,4813.8687597145945,7423.584487518306,3029.66565379577,15616.0,15616.0
71.0,111.51097873511037,3731.8157275604035,3100.024565130208,12785.648728574279,19729.0,19729.0
72.0,299.2307104821556,7145.122752078998,7372.188160400106,20678.45837703874,35495.0,35495.0
73.0,56.79177692908911,2712.3249714436256,1701.9005058895777,8413.982745737709,12885.0,12886.0
74.0,148.18729607726985,4838.717284174947,3580.820856169653,13646.274563578132,22214.0,22214.0
75.0,194.13113336192313,5581.348267605952,4765.642980734057,16263.877618298067,26805.0,26805.0
76.0,126.5628976673023,5868.197274772464,3498.831500660155,18669.408326900077,28163.0,28163.0
77.0,145.26055796268966,6404.572159677058,3852.0775188897096,16267.089763470543,26669.0,26670.0
78.0,12699.067400245985,382422.0268568282,296094.6848164414,205032.22092648438,896248.0,896355.0
79.0,374.57626390529776,6957.368888157796,5109.418675287536,16357.63617264937,28799.0,28799.0
80.0,177.41948314419386,5615.567455278246,3942.17801569145,14920.83504588611,24656.0,24656.0
81.0,329.12009279458795,7094.657674311906,6310.205224828662,17039.017008064846,30773.0,30774.0
83.0,645.0566006909158,12939.511965569407,9047.570261180968,20841.861172558707,43474.0,43499.0
85.0,3757.172775869098,65766.73287314508,46305.24410903314,65780.85024195268,181610.0,181651.0
86.0,3555.334237586309,37994.269811027174,33136.29974457144,24246.096206815077,98932.0,98945.0
87.0,871.3985211456209,30040.527783664013,20445.69430015423,20056.379395036132,71414.0,71416.0
88.0,2170.395896354607,22889.53706527829,21778.23806951896,12199.828968848142,59038.0,59065.0
91.0,4828.918876980727,53050.244191453436,48332.75708557729,58413.07984598855,164625.0,164658.0
92.0,173.68569724009703,5790.144829126128,3036.837904085772,13132.331569548003,22133.0,22225.0
93.0,820.2392215031568,8573.437735877967,13880.867034629613,18884.45600798926,42159.0,42164.0
94.0,436.4745044633242,10233.083759284698,5852.7874446606675,25331.654291591312,41854.0,41854.0
95.0,1235.0186848695466,8007.861188492317,12860.8631768923,4976.256949745837,27080.0,27092.0
96.0,1038.8194017160179,11316.689409763227,10624.02869336861,10110.462495152145,33090.0,33091.0
97.0,845.1284740556777,9339.430048377417,11654.58227828094,19599.859199285966,41439.0,41439.0
98.0,561.9074010486726,8169.320042960831,7964.2050943693075,6303.567461621187,22999.0,22999.0
99.0,280.25767200804,9276.2968618198,5157.206167735233,16306.239298436929,31020.0,31020.0
100.0,581.9793137104887,9490.181172843535,7393.279569974794,20435.55994347118,37901.0,37902.0
101.0,238.48951154206597,8076.434892166351,4048.4500084649785,20768.625587826602,33132.0,33132.0
102.0,340.77706444747173,10142.356047130223,6590.103145114278,19557.763743308027,36631.0,36631.0
103.0,293.7824126795065,10234.370280674364,8291.005039789687,22619.84226685644,41439.0,41442.0
104.0,118.27995261012533,5689.286146469653,3394.5077525934685,13496.926148326753,22699.0,22699.0
105.0,118.56721923714233,4455.4727988027125,2906.8466230386816,11206.113358921462,18687.0,18687.0
106.0,139.76240430566432,5661.609500188062,4044.0056855808184,14391.622409925456,24237.0,24237.0
107.0,307.3859956036569,10658.72511367891,7012.9940157013625,21335.89487501607,39315.0,39322.0
110.0,346.6816558468666,11834.211308611055,7767.891613188067,23328.21542235401,43277.0,43535.0
111.0,501.3074044291671,9263.952165140454,8690.585687009278,6192.154743421101,24648.0,24702.0
112.0,103.23083825980352,4675.373810591451,2965.517631590723,12935.877719558022,20680.0,20883.0
113.0,127.25549288484748,4367.50942674977,3157.4408078977067,11913.794272467676,19566.0,19745.0
114.0,183.21140667293517,5343.975013285541,4711.182745465016,12029.630834576508,22268.0,22504.0
115.0,187.6967536334784,5939.977772102306,6112.845184604919,16475.480289659296,28716.0,28716.0
117.0,140.88511439914637,4428.861237320581,5907.042769016871,5121.210879263403,15598.0,15697.0
118.0,81.49005653226698,4239.956090704134,3621.0686909286665,13809.485161834931,21752.0,22086.0
119.0,139.5752911462458,3792.89975699423,3471.940179204413,9795.584772655111,17200.0,17202.0
120.0,174.87075811239782,7746.5247947491225,6727.947286395531,18747.65716074295,33397.0,34784.0
121.0,191.5463370053676,8483.607397607579,6005.719703619811,16656.126561767243,31337.0,39097.0
123.0,286.1606729711343,5931.17847740354,8412.784267885363,5500.876581739963,20131.0,20143.0
124.0,87.78940882024176,5007.273512196778,4665.810144096168,17415.12693488681,27176.0,27276.0
125.0,152.44957397484188,2997.044215831526,6487.143029015246,5718.363181178386,15355.0,15360.0
126.0,237.05717293767242,8588.561415745618,10039.73494109325,20797.64647022346,39663.0,40540.0
127.0,77.83561986083957,2913.02288567085,4619.036434207892,7001.105060260417,14611.0,15907.0
128.0,172.41112045079333,5652.600965077934,3465.205772874605,11785.782141596666,21076.0,21076.0
129.0,122.17153109649243,4046.9428318331175,2334.6196945447386,8164.265942525651,14668.0,14668.0
130.0,294.9536634051233,7167.3104017786045,6781.6264682026485,11494.109466613623,25738.0,25738.0
131.0,218.1050837065402,5086.918589461281,4866.572474060866,9936.403852771313,20108.0,20108.0
132.0,295.722888135045,10550.76585878211,6230.953795428357,21919.557457654486,38997.0,39193.0
134.0,1453.6005653968373,35945.84287873389,26433.455420581507,21666.10113528776,85499.0,85523.0
136.0,107.38425836808696,5067.661008831618,2796.404754361385,12858.549978438909,20830.0,20831.0
137.0,108.63231286818186,4878.470990325368,2351.370996597849,14372.525700208602,21711.0,21712.0
139.0,201.97985608831823,3286.306177201731,4024.005774812935,2144.7081918970157,9657.0,9659.0
141.0,70.12971796934801,4221.9994952161105,2029.6319354940665,13193.238851320475,19515.0,19516.0
142.0,126.16030365387209,5634.180335311864,2835.220608969682,14557.438752064581,23153.0,23155.0
143.0,90.05308878676155,4048.769585273958,2139.9636671818157,11721.213658757464,18000.0,18000.0
144.0,166.14990562285791,4115.959939224977,2767.406558982036,10579.48359617013,17629.0,17630.0
145.0,98.0031398968337,4568.1597065769165,2314.212622300998,12231.62453122525,19212.0,19212.0
146.0,46.063963201943146,2186.4456107245296,1174.4126992666274,5509.0777268069,8916.0,8916.0
147.0,80.6007426501932,3693.01944742634,2151.9617194005687,8716.418090522897,14642.0,14642.0
148.0,147.96872871274496,7505.808078526925,3964.1998952414842,20879.023297518845,32497.0,32498.0
149.0,136.53993689164503,4968.365430064917,3105.9497344405754,12600.144898602863,20811.0,20811.0
150.0,275.1352795992613,6616.434487889139,5299.633604967002,13541.796627544598,25733.0,25733.0
151.0,195.88944871331685,5596.240059619132,3878.7082449391314,11768.162246728421,21439.0,21439.0
152.0,39.89969806795374,2139.8568126312093,1022.1837128776841,5780.0597764231525,8982.0,8982.0
153.0,140.72845847529598,7588.823029105724,4162.233144474118,22077.21536794486,33969.0,33969.0
154.0,63.40532657365422,3385.145584838985,1813.815482743728,9836.633605843634,15099.0,15099.0
156.0,173.66875253434253,4330.976093308236,3685.9274083980686,2757.427745759353,10948.0,10948.0
157.0,101.76312293890018,6479.746235822218,3078.023003956684,20324.467637282196,29984.0,29985.0
158.0,116.31113297195851,4614.749479625473,2597.3920624852276,11101.547324917341,18430.0,18430.0
159.0,55.61807405347087,2530.8478261072396,1333.2347319356918,6512.299367903598,10432.0,10432.0
160.0,203.41224817928887,5445.493886629993,3936.310571408305,11744.783293782413,21330.0,21330.0
162.0,230.86457206314896,4130.129619213685,4804.888049246838,3119.117759476328,12285.0,12285.0
164.0,135.8036478247835,3612.803337967407,2617.6194072907156,11382.773606917093,17749.0,17749.0
165.0,365.82625560600985,6754.816947029959,5762.713103026649,13246.643694337381,26130.0,26130.0
168.0,91.19035653778056,3215.7328757276637,1993.5693966980898,11183.507371036467,16484.0,16484.0
169.0,100.32883994381031,3330.881320385509,2614.206877848923,9034.582961821758,15080.0,15083.0
170.0,89.50674473270024,3480.7111605863793,2892.4314307191053,11600.350663961815,18063.0,18069.0
171.0,77.41992732214058,3788.3550157727695,2316.26133339612,12784.96372350897,18967.0,18970.0
172.0,98.10814439173647,4439.992247465498,3144.965121829376,13596.93448631339,21280.0,21307.0
174.0,1097.2156870964807,20412.373449842642,21185.550510594836,10716.860352466041,53412.0,53419.0
176.0,371.40491540472584,3843.7642298992296,8718.633441968066,10121.19741272798,23055.0,23062.0
177.0,34.836632708662506,2689.3869823771374,1834.8166059478904,10197.959778966311,14757.0,14762.0
178.0,95.87703060532874,4564.775381382873,2988.3317777607176,13836.015810251081,21485.0,21485.0
179.0,118.38977749279057,5274.910712502742,3400.146869269949,14789.552640734519,23583.0,23595.0
180.0,49.80897719715842,2591.823632828253,1754.3900771013227,7390.977312873267,11787.0,11797.0
181.0,45.881253559698465,2122.331085488641,1489.366351907151,5552.421309044509,9210.0,9210.0
182.0,118.36459814101975,5016.247900704911,3451.60247957398,13665.785021580088,22252.0,22298.0
183.0,41.519565217371145,2798.021754274351,1660.748538392122,8800.710142116155,13301.0,13301.0
184.0,74.8974657460997,3170.116116996408,1831.9414797255395,7980.044937531953,13057.0,13058.0
185.0,93.6225726290389,5210.771115499042,3395.421353933397,16529.184957938523,25229.0,25240.0
186.0,100.00671050348816,2918.362933427698,2325.6685508262526,7513.961805242561,12858.0,12915.0
187.0,42.34088152908664,2926.439900449999,1730.0125597424649,9946.20665827845,14645.0,14665.0
188.0,99.02241139751126,3836.6307862202702,2635.8403720512574,11800.506430330961,18372.0,18422.0
189.0,134.66021118128492,4352.575060274468,3702.605686253854,9121.159042290394,17311.0,17337.0
190.0,160.81283399447764,4435.8964750195355,4166.107814523202,10864.182876462784,19627.0,19646.0
191.0,71.60561287474393,3860.7771489090983,2222.85421880825,12014.763019407908,18170.0,18230.0
192.0,49.00744682859461,2609.233369594548,1598.0831623276192,8642.676021249237,12899.0,12919.0
193.0,110.3145530749459,4292.688099541166,2981.439561487926,10200.557785895964,17585.0,17607.0
194.0,52.42799180555171,2650.3295679031767,1472.1933812320572,7101.049059059215,11276.0,11288.0
195.0,98.99280824624644,3445.548983603463,2620.277144225737,8182.181063924553,14347.0,14352.0
196.0,40.384840137807586,2385.628229448147,1449.170528688383,8853.816401725664,12729.0,12732.0
197.0,48.07402460753236,2366.362559147507,1525.6567145404224,8545.906701704538,12486.0,12488.0
198.0,57.21380290531231,2852.510714971226,1783.1745253551035,8870.100956768358,13563.0,13573.0
199.0,73.38546094843863,2732.416738224969,1840.9438704570753,8512.253930369518,13159.0,13186.0
200.0,76.51587786231329,3575.527866547761,2213.6706673539675,9376.285588235958,15242.0,15243.0
202.0,217.5031619822775,6504.281138025124,6041.843960285226,15119.37173970737,27883.0,27886.0
203.0,123.77476833079773,6215.606343568413,3216.5469754662054,17725.071912634583,27281.0,27281.0
205.0,416.74182290733614,6928.895439317563,9434.385522063776,3655.9772157113243,20436.0,20440.0
206.0,167.00927584704468,8927.858484101349,5909.292568939834,20092.83967111177,35097.0,35168.0
207.0,71.84761191343571,3642.0218249285517,1708.4330935799323,12301.69746957808,17724.0,17729.0
208.0,264.03632771378,6802.282300204176,5620.740630711542,16662.9407413705,29350.0,29396.0
209.0,90.3850590312976,3060.72923360922,1528.681300338413,8962.204407021069,13642.0,13643.0
210.0,87.88672581577276,4191.092318486375,2135.3184122622265,12422.702543435626,18837.0,18839.0
211.0,66.27582009248692,3478.898503130914,1658.4589529846683,11579.36672379193,16783.0,16785.0
212.0,74.88078475980561,4223.179683092459,2145.77103518903,13228.168496958706,19672.0,19672.0
213.0,257.8866053504721,5733.901195279754,5945.582447674497,10836.629751695276,22774.0,22775.0
214.0,40.57890426434522,2342.9423503686603,1166.5365301157972,8406.942215251198,11957.0,11957.0
215.0,62.74535095790793,3591.655216782573,2441.637257147816,9953.962175111703,16050.0,16050.0
216.0,65.08117350299247,4290.8807118275545,2749.914604188417,13435.123510481037,20541.0,20541.0
217.0,214.18434473805272,7023.918615353876,6259.0527749669,17759.84426494117,31257.0,31289.0
218.0,101.33828991386693,5424.040691754891,3832.3302720961956,15873.290746235047,25231.0,25231.0
219.0,115.98951672323854,4768.422353009048,3724.239630023587,13832.348500244127,22441.0,22444.0
220.0,60.01359279791583,3656.929549946156,2494.17171700402,10671.885140251909,16883.0,16885.0
221.0,55.58620030407893,2601.0308369259565,1886.418053931765,7040.964908838199,11584.0,11584.0
222.0,123.68469180949168,4754.264642772201,3481.1433554944124,12996.907309923894,21356.0,21388.0
223.0,133.67845770926237,6226.255167979674,4711.259702468847,16178.806671842216,27250.0,27252.0
225.0,2802.631167685444,84848.85660976778,62067.981075508666,42832.531147038106,192552.0,192702.0
226.0,346.8723162899452,9120.076208334924,7796.427845184309,24465.62363019082,41729.0,41729.0
227.0,125.7649769630277,5626.956377571535,5676.840706702494,15220.437938762943,26650.0,26650.0
228.0,308.5653976273237,7256.117954333119,8008.766150035589,15573.550498003968,31147.0,31152.0
231.0,69.22246032780531,3737.9530684317024,3093.432064681692,9875.3924065588,16776.0,16778.0
232.0,70.5240326473511,3112.4629064266474,1987.5912708410272,9181.421790084974,14352.0,14368.0
233.0,63.59551609030429,3384.783702154114,2550.6447717786436,9747.976009976937,15747.0,15748.0
234.0,126.0604677825294,5181.169822908829,4236.928468820994,11932.841240487647,21477.0,21481.0
235.0,203.98853934684539,6782.700246799699,11760.714954170731,15802.596259682723,34550.0,34552.0
237.0,246.62773191960432,4192.819620962376,5458.304571799442,2708.2480753185782,12606.0,12615.0
238.0,169.71177224288815,8321.365101321917,6211.033647708244,17369.889478726953,32072.0,32287.0
239.0,112.36097080710414,4430.478219841768,4021.656705537504,10629.504103813624,19194.0,19209.0
240.0,403.91589621680424,13788.513143130804,13891.218166118751,16534.35279453364,44618.0,64839.0
241.0,257.22378571760316,8236.642237101765,8483.929860316593,15199.204116864037,32177.0,32206.0
242.0,93.73189667144668,4650.895201310115,4438.666866864632,9001.706035153806,18185.0,22129.0
243.0,158.8245329960447,6463.187587354541,6839.628320268088,16613.359559381326,30075.0,30077.0
244.0,133.96017371544923,7006.228542577058,6390.34109776257,13817.470185944923,27348.0,27531.0
245.0,164.87813686943744,6157.630163567362,5603.258195368403,14628.233504194799,26554.0,26583.0
246.0,284.14977530454456,5873.41542338997,10508.73167806664,14952.703123238844,31619.0,31674.0
247.0,113.70586315942846,4680.489313488009,3958.4216516409415,9993.383171711619,18746.0,18747.0
248.0,302.3522796742009,8936.952564699888,9016.29952166534,18025.395633960572,36281.0,36284.0
249.0,125.83314196476874,3668.6917832706185,3473.764132980524,8812.710941784087,16081.0,16081.0
250.0,174.22663931516428,7242.431432594214,6403.534220469483,15668.807707621138,29489.0,29496.0
251.0,118.25627810695299,6201.652189531575,5089.352584514241,14414.73894784723,25824.0,25824.0
253.0,358.8027702054284,9620.930135959807,9098.847368616054,5725.41972521871,24804.0,24804.0
254.0,69.43467564392877,4783.291861199764,3429.5779945783524,13498.695468577955,21781.0,21781.0
255.0,146.84890127366967,4441.15228902934,4302.185856601052,7982.812953095938,16873.0,16877.0
256.0,48.765805448104494,3055.952769197297,2208.2262851168875,7857.055140237711,13170.0,13179.0
257.0,52.68984939247204,3080.244321699965,2874.006865582941,7572.058963324623,13579.0,13579.0
258.0,126.55783130961653,5251.020863951401,6571.401376345149,10319.019928393833,22268.0,24528.0
259.0,383.3411688343639,11445.083480919966,10749.311120918876,15982.264229326795,38560.0,38616.0
260.0,174.0870838644716,8395.07259916546,6420.313452704002,17798.526864266063,32788.0,32791.0
261.0,165.04374920932403,8397.201529745364,9282.965035530477,16739.789685514836,34585.0,34989.0
263.0,412.8259860545823,13617.486128790797,10326.708695329326,7726.979189825295,32084.0,32104.0
264.0,86.75344958195086,5217.3134165467445,5953.313881364601,12186.619252506704,23444.0,23731.0
265.0,135.51559590577298,6211.892458968412,7451.410980009468,15583.180965116346,29382.0,29789.0
266.0,73.17052868056794,4000.0056585951415,3564.7909170573766,10941.032895666915,18579.0,18959.0
267.0,133.24374882332035,4440.12314346304,4659.571072584412,10964.062035129227,20197.0,20219.0
268.0,66.91825024429566,3500.9177483124263,3792.0170693257223,12860.146932117557,20220.0,20246.0
270.0,160.02210824460394,3336.7517666861318,4018.846783631803,3125.3793414374613,10641.0,10665.0
271.0,137.30733104791193,8076.390110695882,8568.686520759751,27183.616037496453,43966.0,43972.0
272.0,190.31449851694958,5825.055262829738,5956.979907538827,17216.650331114484,29189.0,29238.0
273.0,86.88746714219707,3591.941455891246,4197.140575762484,12759.030501204074,20635.0,20731.0
275.0,316.1776667287923,8230.398941926498,7207.14209182565,5881.281299519059,21635.0,21709.0
277.0,167.73424381041792,6248.679959007304,6236.690212911638,17685.895584270642,30339.0,30580.0
278.0,240.25949260029827,4152.803587049185,6729.581955139841,8791.354965210676,19914.0,24778.0
280.0,313.1823102999567,6814.110082324509,5646.1352055962025,5702.572401779331,18476.0,21974.0
281.0,540.4226304511212,9591.16008083159,8753.222977356396,17312.194311360894,36197.0,57744.0
282.0,251.90525493053192,5832.615652921358,3697.597582233529,5943.881509914581,15726.0,21547.0
283.0,317.8570689651055,8564.826100395474,5747.584830215264,8940.732000424157,23571.0,43342.0
285.0,193.1478465838008,4985.003754419573,4220.722270167692,3388.1261288289343,12787.0,13684.0
286.0,447.6675994127184,10865.899234024275,8318.773390435112,14596.659776127897,34229.0,59968.0
287.0,181.2529395390517,8312.322811459751,8710.456982576805,28387.96726642439,45592.0,51027.0
288.0,244.1878716634224,7532.133804703895,7579.088339675535,18754.589983957147,34110.0,41409.0
290.0,186.52275128151564,4132.881659994993,4237.879680055176,3492.715908668315,12050.0,12084.0
291.0,181.17739162078564,10233.622115551645,9847.440084412247,27311.760408415324,47574.0,49987.0
292.0,164.92119106947905,6493.712349434931,7483.502277506435,17854.864181989156,31997.0,32015.0
293.0,183.0415706366119,7536.376403314967,8570.513064546423,21358.068961502,37648.0,37668.0
294.0,204.91813802508267,9746.25995380309,9791.194772560568,22628.62713561126,42371.0,42384.0
295.0,223.04149035334484,3622.7249184713014,7268.924307472165,10695.309283703189,21810.0,21813.0
296.0,338.46628689700714,11024.897854893898,10955.384346902556,21287.25151130654,43606.0,43756.0
299.0,86.67001125156011,4133.821478776273,3870.7022157894876,11053.80629418268,19145.0,19145.0
300.0,129.67393198284927,5345.605813283475,2767.623485846928,16513.09676888675,24756.0,24756.0
301.0,187.16508086225033,6838.442156452789,4158.639322395456,19883.753440289503,31068.0,31070.0
302.0,204.61616911536254,6802.975118178003,4138.887400725998,17522.521311980636,28669.0,28669.0
303.0,531.9256052845382,9454.018015912767,7313.872353378126,16271.184025424569,33571.0,33573.0
306.0,515.1197574921595,11669.098127820103,11224.273144923587,21075.50896976415,44484.0,44485.0
307.0,184.85683068401408,6213.276137656099,3764.9400769750077,17491.92695468488,27655.0,27655.0
308.0,462.13124186015904,11954.977499704355,8317.824483468552,21372.066774966934,42107.0,43022.0
309.0,336.5107097299259,11315.434122653538,5748.695419487487,19890.35974812905,37291.0,37695.0
311.0,1718.971848180306,39894.812403233766,31596.61332659257,23885.602421993357,97096.0,97120.0
313.0,156.00391234560874,6398.647755590839,3607.8599274946214,14567.488404568932,24730.0,24730.0
314.0,214.11756617964073,7073.62685142565,5029.54350449824,15538.712077896469,27856.0,29664.0
315.0,314.46278478747604,6561.255357949644,4341.096003631639,13855.185853631241,25072.0,25649.0
317.0,131.48381607812902,3576.8955288761954,2664.842351698532,3549.7783033471433,9923.0,10259.0
319.0,354.7632139544783,8546.399159965753,5389.18293079425,15637.654695285519,29928.0,31022.0
323.0,361.48627733150977,5883.724274052462,7063.202762995958,4841.58668562007,18150.0,18153.0
324.0,135.1202060953631,4850.513340142354,2880.2784786248963,11791.087975137387,19657.0,19660.0
325.0,223.9337061271306,5027.557007044701,3697.6768523348787,5853.83243449329,14803.0,14808.0
326.0,188.50660793662053,6576.82153263806,4429.49151455655,13883.180344868771,25078.0,26873.0
327.0,254.6368432045989,6292.018340238953,5419.6070866427,14350.737729913748,26317.0,26320.0
328.0,98.8658557500932,4866.823615157462,2469.959686539251,13549.350842553195,20985.0,21002.0
329.0,337.7015223293611,7716.020697114722,7141.9412227117855,14648.336557844133,29844.0,30045.0
330.0,224.3501239151105,7408.072758518594,5090.74023973869,14105.836877827605,26829.0,29316.0
331.0,254.19420670280684,8352.485775306108,5071.078380359692,17193.241637631396,30871.0,32694.0
333.0,1408.4327213267068,25969.971937556005,19998.295902671023,16219.299438446264,63596.0,64009.0
335.0,228.19931384997534,9360.54016167881,5323.646376392071,17688.614148079145,32601.0,32623.0
336.0,290.63987827595014,5705.842877747208,6399.508438406061,11967.008805570782,24363.0,24369.0
338.0,440.1848581062402,9668.536622716736,8736.28257888528,20236.995940291745,39082.0,41201.0
339.0,261.93852223763906,8518.368284725542,5388.9421575011875,16965.75103553563,31135.0,32410.0
340.0,118.68256495669058,4955.975688549182,2584.8460896194965,12917.495656874631,20577.0,20580.0
341.0,187.83871336707983,7284.561205344602,3495.3054215083866,17031.29465977993,27999.0,28765.0
342.0,368.62778823902875,11603.516387256997,6546.504608364423,17487.351216139552,36006.0,36711.0
344.0,164.35914492584325,6512.076999657955,2888.1058244557807,2746.4580309604216,12311.0,12329.0
345.0,180.68429290825966,7834.308238033676,3319.801567366042,13187.205901692023,24522.0,30136.0
346.0,293.9190029665437,5003.772962460734,4779.4236881182005,6979.8843464545225,17057.0,17095.0
350.0,156.29241685085162,4892.942731437095,3130.2121745931627,3029.552677118891,11209.0,11505.0
351.0,73.38711373727678,3842.2082197496065,1785.8771106353524,6163.527555877765,11865.0,13675.0
353.0,190.80163333138393,4299.630593398987,4283.718710214259,2829.8490630553706,11604.0,11614.0
355.0,201.38300338760823,5594.38209985127,5341.190030838943,10485.04486592218,21622.0,21633.0
356.0,124.65540909117745,4434.656715631116,4603.638802760678,9652.04907251703,18815.0,18815.0
357.0,144.41423647627812,4449.578071080728,4460.414949746564,8102.59274269643,17157.0,17160.0
359.0,153.87388581923415,4929.666792939188,3895.6831091897648,3457.7762120518137,12437.0,12437.0
360.0,76.35412117030252,3242.118720945299,5040.773095770606,9360.754062113792,17720.0,17744.0
361.0,176.13668553787227,4801.425935224338,4337.499458760214,10369.937920477576,19685.0,19685.0
362.0,85.56478511927115,3300.453749185821,2160.8036859089607,7855.177779785948,13402.0,13402.0
364.0,769.1217608439027,18001.266283193887,11416.454922534438,9506.157033427771,39693.0,39693.0
