id_inequality,d_Hauptberuf,high,medium,low,unskilled
1.0,12240.0,194.67184934995672,4123.471525773313,4204.074055141217,3717.7825697355124
2.0,9355.0,188.1023722163121,3408.4627463358906,3355.50575786411,2402.929123583687
4.0,91635.0,1811.855253464696,33742.346467899835,35724.79978825816,20355.9984903773
5.0,4980.0,98.28815058627038,2174.3468610498912,1343.2194401645997,1364.1455481992386
6.0,4632.0,82.90546912655103,2262.791865167525,1071.7347303044276,1214.5679354014962
7.0,6287.0,157.23208063949912,2820.6108852825737,1719.7519110200967,1589.4051230578305
8.0,3359.0,68.1601312841516,1634.2301964118196,853.6636093271807,802.9460629768481
9.0,7812.0,209.66337569990543,2963.752651844408,3118.4543051536066,1520.12966730208
10.0,5756.0,112.86438339570459,2697.6287148403035,1720.8400426638952,1224.6668591000964
11.0,4629.0,89.93720187511879,2540.8919361214557,1081.7496607896046,916.4212012138208
12.0,4797.0,82.45364468140443,2514.186856143254,1275.3348783996776,925.024620775664
13.0,7903.0,181.917926605141,3354.8425008030144,2845.9462486348507,1520.2933239569943
14.0,5298.0,101.95383678437729,2755.471967332204,1265.6169974813863,1174.9571984020322
15.0,6396.0,116.56968022468521,2895.7892352163813,2026.3281377857556,1357.312946773178
16.0,15139.0,380.5315589240069,4681.549724475482,7386.161879775579,2690.7568368249317
19.0,5795.0,150.4990611375699,2392.061045132731,2151.832039262611,1100.6078544670877
20.0,5672.0,137.6723786977116,2498.2432817661747,1984.2164378147363,1051.8679017213774
21.0,10633.0,233.54673792574556,4059.88049774392,4474.612919775255,1864.9598445550796
22.0,5136.0,95.81883245400145,2722.7701919545166,1315.6434800197894,1001.7674955716924
23.0,4459.0,78.33570923404785,2290.223216342838,1164.7282754623634,925.7127989607505
24.0,3446.0,79.77546361429573,1575.1694269640027,905.1124277657682,885.9426816559334
25.0,5102.0,88.27418265273012,2460.830365209112,1315.944429074042,1236.9510230641154
27.0,14184.0,253.92862034284028,5387.553687964943,5228.362367011593,3314.1553246806243
28.0,3862.0,64.73454975883355,1578.635077788617,925.0940616398498,1293.5363108126994
29.0,5289.0,99.25364660959622,2385.5072608898226,1285.8314495984937,1518.4076429020874
30.0,3889.0,83.35055752221982,2139.916153014929,891.3882027615373,774.3450867013141
31.0,5161.0,101.79744464856891,2407.1212390857117,1645.636038869334,1006.4452773963852
32.0,9311.0,223.0386839984574,3407.821707479456,4119.932803071526,1560.20680545056
34.0,10666.0,230.64595167398892,3473.6221783474543,4848.695138013609,2113.036731964948
35.0,3218.0,68.52554578443389,1710.5681335648578,711.1219086134132,727.784412037295
36.0,3211.0,76.81814428246392,1514.3839367368844,1139.4895538140347,480.30836516661697
37.0,3870.0,80.60061261845092,1887.342014193674,906.9402750695518,995.1170981183232
38.0,6185.0,147.9402199764248,2231.7176909020586,2625.646056574832,1179.6960325466848
39.0,3601.0,75.3551903779693,1807.552223795805,867.3926061999598,850.6999796262659
40.0,7919.0,197.37523966129322,2866.1800774160647,3622.900330167926,1232.5443527547166
41.0,5486.0,124.85181110080731,2259.6438098381104,2171.743076744306,929.7613023167758
42.0,5340.0,125.61566872680346,2070.5744701886993,2167.2997709582937,976.5100901262032
43.0,3749.0,11.530058987419077,1948.700200097414,772.9225718284335,1015.8471690867334
45.0,19461.0,197.42273784018886,9037.560452221018,5586.570494119287,4639.446315819506
46.0,5784.0,55.46226836027184,2124.9715352784897,1248.8132773206073,2354.7529190406312
47.0,11039.0,232.90048797866058,4281.942801070213,4051.3404647072452,2472.816246243881
49.0,62727.0,1331.8677800674718,23997.587033893175,24848.177734955247,12549.367451084105
