id_inequality,d_Hauptberuf,high,medium,low,unskilled,Industriearbeiter,Anteil_Industriearbeiter,per_high,per_medium,per_low,per_unskilled
1.0,25514.0,194.67184934995672,5581.089180696467,5694.943233697688,14043.295736255888,5482.0,0.21486242847064357,0.007630001150347131,0.21874614645670876,0.2232085613270239,0.5504152910659202
2.0,20208.0,188.1023722163121,4557.120080789901,4876.411387292049,10586.366159701738,4673.0,0.23124505146476643,0.009308312164306814,0.22551069283402125,0.24131093563400874,0.5238700593676632
4.0,93696.0,1811.855253464696,33907.96384128207,35872.29671727175,22103.88418798148,40793.0,0.4353761099726776,0.019337594491383794,0.36189339823772704,0.3828583580651442,0.23591064920574495
5.0,17766.0,98.28815058627038,3602.7908610667255,2441.766711733926,11623.154276613077,3063.0,0.1724079702803107,0.00553237366803278,0.2027913351945697,0.13744043182111482,0.6542358593162826
6.0,20770.0,82.90546912655103,4117.252105737184,2671.7254154345437,13898.117009701722,2839.0,0.1366875300914781,0.00399159697287198,0.1982307224716988,0.1286338668962226,0.6691438136592066
7.0,17899.0,157.23208063949912,4166.052168405482,2610.816272560395,10964.899478394625,3922.0,0.21911838650203921,0.008784405868456288,0.23275334758397018,0.1458638065009439,0.6125984400466298
8.0,14083.0,68.1601312841516,2877.7647104835714,1645.005300797785,9492.069857434491,2252.0,0.1599091102747994,0.004839887189103998,0.20434315916236395,0.11680787479924624,0.6740090788492857
9.0,18128.0,209.66337569990543,4151.471072579902,3829.8734844452547,9936.992067274938,4058.0,0.22385260370697263,0.011565720195272806,0.22900877496579336,0.21126839609693593,0.5481571087419979
10.0,16444.0,112.86438339570459,3923.7447608543307,2425.384965455346,9982.005890294618,3564.0,0.21673558744830942,0.00686356016758116,0.238612549310042,0.14749361259154378,0.6070302779308331
11.0,19220.0,89.93720187511879,4218.62939455827,2034.8951786882458,12876.538224878364,3099.0,0.16123829344432883,0.004679354936270488,0.2194916438375791,0.10587383864142798,0.6699551625847224
12.0,18482.0,82.45364468140443,4066.9986513537315,2307.323736322444,12025.22396764242,2980.0,0.16123796125960393,0.0044612944855212874,0.22005186945967598,0.12484166953373249,0.6506451665210702
13.0,21563.0,181.917926605141,4927.544901220024,3809.9653732506104,12643.571798924226,4403.0,0.20419236655381903,0.008436577776985622,0.2285185225256237,0.1766899491374396,0.5863549505599511
14.0,23192.0,101.95383678437729,4829.749608525887,2483.007313910584,15777.289240779151,3462.0,0.1492756122800966,0.004396077819264285,0.2082506730133618,0.10706309563257088,0.680290153534803
15.0,20377.0,116.56968022468521,5087.765803082229,3264.1701164300675,11908.494400263018,3823.0,0.18761348579280562,0.005720649763197979,0.2496817884419801,0.16018894422290167,0.5844086175719202
16.0,33406.0,380.5315589240069,7534.566883665768,9194.037629023414,16296.86392838681,6520.0,0.1951745195473867,0.01139111413889741,0.2255453177173492,0.2752211467707422,0.48784242137301115
19.0,25925.0,150.4990611375699,5547.85343524559,4018.1127807351277,16208.534722881712,3028.0,0.11679845708775313,0.0058051711142746345,0.21399627522644513,0.1549898854671216,0.6252086681921586
20.0,23396.0,137.6723786977116,5276.792021160256,3673.6519482000313,14307.883651942,3065.0,0.13100530005129082,0.005884440874410651,0.22554248679946384,0.15702051411352502,0.6115525582126005
21.0,27469.0,233.54673792574556,6678.889291790525,6145.419399698377,14411.144570585353,5361.0,0.19516545924496706,0.008502192942070901,0.2431427897553797,0.2237219920528005,0.5246330252497489
22.0,19110.0,95.81883245400145,4327.963794637683,2351.8165907006282,12334.400782207686,3264.0,0.17080062794348508,0.005014067632339165,0.2264763890443581,0.12306732552070268,0.6454422178026
23.0,16411.0,78.33570923404785,3668.655668243359,1974.2911447338952,10689.717477788698,2938.0,0.1790262628724636,0.004773365988303446,0.22354857523876417,0.12030291540636738,0.651375143366565
24.0,19895.0,79.77546361429573,3700.381514940947,2881.404617779502,13233.438403665255,2058.0,0.10344307614978637,0.004009824760708506,0.1859955523971323,0.1448305914943203,0.665164031347839
25.0,24413.0,88.27418265273012,4975.88603039352,3583.81736425502,15765.02242269873,3204.0,0.13124155163232704,0.0036158678840261384,0.20382116210189324,0.14679954795621267,0.645763422057868
27.0,14771.0,253.92862034284028,5457.766941079308,5291.725807021852,3767.578631555999,6799.0,0.4602938189696026,0.01719102432759057,0.3694920412348052,0.3582510193637433,0.2550659150738609
28.0,22112.0,64.73454975883355,3958.7464170750927,2951.0590297090594,15137.460003457014,2682.0,0.12129160636758321,0.002927575513695439,0.1790315854321225,0.1334596160324285,0.6845812230217535
29.0,23493.0,99.25364660959622,4768.421592977651,3455.6050544158707,15169.71970599688,3391.0,0.14434086749244457,0.004224817886587333,0.20297201689769936,0.14709083788430047,0.6457123273314128
30.0,19797.0,83.35055752221982,4215.678991009934,2763.352450042101,12734.618001425744,2499.0,0.1262312471586604,0.004210262035774098,0.21294534480021893,0.1395844042047836,0.6432599889592233
31.0,19824.0,101.79744464856891,4322.387761267947,3284.2879373067867,12115.526856776698,2638.0,0.13307102502017756,0.005135060767179627,0.218038123550643,0.1656723132216902,0.6111545024604872
32.0,23384.0,223.0386839984574,5243.101612274362,5698.324540722466,12219.535163004713,4268.0,0.18251796099897366,0.009538089462814633,0.22421748256390533,0.24368476482733775,0.5225596631459423
34.0,11233.0,230.64595167398892,3540.129112013602,4908.681830142681,2553.5431061697277,4674.0,0.416095433098905,0.020532889849015305,0.31515437657024853,0.4369876106242928,0.2273251229564433
